ENSMUSG00000089409	predicted gene, 24884 [Source:MGI Symbol;Acc:MGI:5454661]			Gm24884
ENSMUSG00000028403	zinc finger, DHHC domain containing 21 [Source:MGI Symbol;Acc:MGI:1915518]	short hair		Zdhhc21
ENSMUSG00000028403	zinc finger, DHHC domain containing 21 [Source:MGI Symbol;Acc:MGI:1915518]	sparse hair		Zdhhc21
ENSMUSG00000028403	zinc finger, DHHC domain containing 21 [Source:MGI Symbol;Acc:MGI:1915518]	abnormal hair growth		Zdhhc21
ENSMUSG00000028403	zinc finger, DHHC domain containing 21 [Source:MGI Symbol;Acc:MGI:1915518]	abnormal hair shaft melanin granule morphology		Zdhhc21
ENSMUSG00000028403	zinc finger, DHHC domain containing 21 [Source:MGI Symbol;Acc:MGI:1915518]	matted coat		Zdhhc21
ENSMUSG00000028403	zinc finger, DHHC domain containing 21 [Source:MGI Symbol;Acc:MGI:1915518]	abnormal epidermal layer morphology		Zdhhc21
ENSMUSG00000028403	zinc finger, DHHC domain containing 21 [Source:MGI Symbol;Acc:MGI:1915518]	abnormal hair medullary septa cells		Zdhhc21
ENSMUSG00000028403	zinc finger, DHHC domain containing 21 [Source:MGI Symbol;Acc:MGI:1915518]	abnormal coat appearance		Zdhhc21
ENSMUSG00000028403	zinc finger, DHHC domain containing 21 [Source:MGI Symbol;Acc:MGI:1915518]	underdeveloped hair follicles		Zdhhc21
ENSMUSG00000028403	zinc finger, DHHC domain containing 21 [Source:MGI Symbol;Acc:MGI:1915518]	thick epidermis		Zdhhc21
ENSMUSG00000028403	zinc finger, DHHC domain containing 21 [Source:MGI Symbol;Acc:MGI:1915518]	abnormal hair follicle physiology		Zdhhc21
ENSMUSG00000028403	zinc finger, DHHC domain containing 21 [Source:MGI Symbol;Acc:MGI:1915518]	enlarged sebaceous gland		Zdhhc21
ENSMUSG00000028403	zinc finger, DHHC domain containing 21 [Source:MGI Symbol;Acc:MGI:1915518]	dilated hair follicle infundibulum		Zdhhc21
ENSMUSG00000028403	zinc finger, DHHC domain containing 21 [Source:MGI Symbol;Acc:MGI:1915518]	abnormal sebaceous gland physiology		Zdhhc21
ENSMUSG00000028403	zinc finger, DHHC domain containing 21 [Source:MGI Symbol;Acc:MGI:1915518]	sebaceous gland hyperplasia		Zdhhc21
ENSMUSG00000028403	zinc finger, DHHC domain containing 21 [Source:MGI Symbol;Acc:MGI:1915518]	increased sebum secretion		Zdhhc21
ENSMUSG00000028403	zinc finger, DHHC domain containing 21 [Source:MGI Symbol;Acc:MGI:1915518]	greasy coat		Zdhhc21
ENSMUSG00000028403	zinc finger, DHHC domain containing 21 [Source:MGI Symbol;Acc:MGI:1915518]	abnormal skin physiology		Zdhhc21
ENSMUSG00000028403	zinc finger, DHHC domain containing 21 [Source:MGI Symbol;Acc:MGI:1915518]	epidermal cyst		Zdhhc21
ENSMUSG00000028403	zinc finger, DHHC domain containing 21 [Source:MGI Symbol;Acc:MGI:1915518]	abnormal hair follicle morphology		Zdhhc21
ENSMUSG00000028403	zinc finger, DHHC domain containing 21 [Source:MGI Symbol;Acc:MGI:1915518]	abnormal hair follicle orientation		Zdhhc21
ENSMUSG00000028403	zinc finger, DHHC domain containing 21 [Source:MGI Symbol;Acc:MGI:1915518]	abnormal hair cycle		Zdhhc21
ENSMUSG00000028403	zinc finger, DHHC domain containing 21 [Source:MGI Symbol;Acc:MGI:1915518]	abnormal hair follicle development		Zdhhc21
ENSMUSG00000028403	zinc finger, DHHC domain containing 21 [Source:MGI Symbol;Acc:MGI:1915518]	protein palmitoylation		Zdhhc21
ENSMUSG00000028403	zinc finger, DHHC domain containing 21 [Source:MGI Symbol;Acc:MGI:1915518]	sebaceous gland development		Zdhhc21
ENSMUSG00000038192	cerberus 1, DAN family BMP antagonist [Source:MGI Symbol;Acc:MGI:1201414]	no abnormal phenotype detected		Cer1
ENSMUSG00000038192	cerberus 1, DAN family BMP antagonist [Source:MGI Symbol;Acc:MGI:1201414]	increased coping response		Cer1
ENSMUSG00000038192	cerberus 1, DAN family BMP antagonist [Source:MGI Symbol;Acc:MGI:1201414]	hypoactivity		Cer1
ENSMUSG00000038192	cerberus 1, DAN family BMP antagonist [Source:MGI Symbol;Acc:MGI:1201414]	increased anxiety-related response		Cer1
ENSMUSG00000038192	cerberus 1, DAN family BMP antagonist [Source:MGI Symbol;Acc:MGI:1201414]	increased body weight		Cer1
ENSMUSG00000038192	cerberus 1, DAN family BMP antagonist [Source:MGI Symbol;Acc:MGI:1201414]	abnormal metanephric ureteric bud development		Cer1
ENSMUSG00000082351	predicted gene 11260 [Source:MGI Symbol;Acc:MGI:3651928]			Gm11260
ENSMUSG00000085840	predicted gene 11261 [Source:MGI Symbol;Acc:MGI:3650239]			Gm11261
ENSMUSG00000059049	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	rectal prolapse		Frem1
ENSMUSG00000059049	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	abnormal kidney morphology		Frem1
ENSMUSG00000059049	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	coloboma		Frem1
ENSMUSG00000059049	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	cryptophthalmos		Frem1
ENSMUSG00000059049	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	abnormal eye development		Frem1
ENSMUSG00000059049	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	abnormal craniofacial morphology		Frem1
ENSMUSG00000059049	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	abnormal cranial suture morphology		Frem1
ENSMUSG00000059049	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	syndactyly		Frem1
ENSMUSG00000059049	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	ocular hypertelorism		Frem1
ENSMUSG00000059049	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	broad nasal bone		Frem1
ENSMUSG00000059049	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	abnormal conjunctiva morphology		Frem1
ENSMUSG00000059049	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	abnormal metopic suture morphology		Frem1
ENSMUSG00000059049	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	short snout		Frem1
ENSMUSG00000059049	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	decreased cornea thickness		Frem1
ENSMUSG00000059049	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	bleb		Frem1
ENSMUSG00000059049	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	abnormal eye morphology		Frem1
ENSMUSG00000059049	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	abnormal digit morphology		Frem1
ENSMUSG00000059049	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	microphthalmia		Frem1
ENSMUSG00000059049	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	single kidney		Frem1
ENSMUSG00000059049	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	fused right lung lobes		Frem1
ENSMUSG00000059049	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	abnormal anogenital distance		Frem1
ENSMUSG00000059049	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	eyelids fail to open		Frem1
ENSMUSG00000059049	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	diaphragmatic hernia		Frem1
ENSMUSG00000059049	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	abnormal postnatal growth/weight/body size		Frem1
ENSMUSG00000059049	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	abnormal gallbladder morphology		Frem1
ENSMUSG00000059049	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	blistering		Frem1
ENSMUSG00000059049	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	abnormal epidermal layer morphology		Frem1
ENSMUSG00000059049	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	abnormal brain morphology		Frem1
ENSMUSG00000059049	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	prenatal lethality incomplete penetrance		Frem1
ENSMUSG00000059049	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	eyelids open at birth		Frem1
ENSMUSG00000059049	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	polydactyly		Frem1
ENSMUSG00000059049	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	anophthalmia		Frem1
ENSMUSG00000059049	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	absent kidney		Frem1
ENSMUSG00000059049	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	abnormal kidney development		Frem1
ENSMUSG00000059049	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	asymmetric snout		Frem1
ENSMUSG00000059049	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	preweaning lethality incomplete penetrance		Frem1
ENSMUSG00000059049	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	abnormal diaphragm development		Frem1
ENSMUSG00000059049	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	early eyelid opening		Frem1
ENSMUSG00000059049	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	no abnormal phenotype detected		Frem1
ENSMUSG00000059049	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	premature suture closure		Frem1
ENSMUSG00000059049	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	absent eyelids		Frem1
ENSMUSG00000059049	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	abnormal cornea morphology		Frem1
ENSMUSG00000059049	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	abnormal corneal epithelium morphology		Frem1
ENSMUSG00000059049	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	abnormal retina morphology		Frem1
ENSMUSG00000059049	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	cell-matrix adhesion		Frem1
ENSMUSG00000083629	predicted gene 11262 [Source:MGI Symbol;Acc:MGI:3650238]			Gm11262
ENSMUSG00000083496	predicted gene 11263 [Source:MGI Symbol;Acc:MGI:3651899]			Gm11263
ENSMUSG00000084248	predicted gene 11409 [Source:MGI Symbol;Acc:MGI:3652024]			Gm11409
ENSMUSG00000082179	predicted gene 11407 [Source:MGI Symbol;Acc:MGI:3651131]			Gm11407
ENSMUSG00000083076	predicted gene 11408 [Source:MGI Symbol;Acc:MGI:3651130]			Gm11408
ENSMUSG00000083219	predicted gene 11410 [Source:MGI Symbol;Acc:MGI:3652015]			Gm11410
ENSMUSG00000082555	predicted gene 11406 [Source:MGI Symbol;Acc:MGI:3651132]			Gm11406
ENSMUSG00000005994	tyrosinase-related protein 1 [Source:MGI Symbol;Acc:MGI:98881]	prenatal lethality complete penetrance		Tyrp1
ENSMUSG00000005994	tyrosinase-related protein 1 [Source:MGI Symbol;Acc:MGI:98881]	abnormal coat/hair pigmentation		Tyrp1
ENSMUSG00000005994	tyrosinase-related protein 1 [Source:MGI Symbol;Acc:MGI:98881]	perinatal lethality complete penetrance		Tyrp1
ENSMUSG00000005994	tyrosinase-related protein 1 [Source:MGI Symbol;Acc:MGI:98881]	diluted coat color		Tyrp1
ENSMUSG00000005994	tyrosinase-related protein 1 [Source:MGI Symbol;Acc:MGI:98881]	decreased eye pigmentation		Tyrp1
ENSMUSG00000005994	tyrosinase-related protein 1 [Source:MGI Symbol;Acc:MGI:98881]	decreased bleeding time		Tyrp1
ENSMUSG00000005994	tyrosinase-related protein 1 [Source:MGI Symbol;Acc:MGI:98881]	increased bleeding time		Tyrp1
ENSMUSG00000005994	tyrosinase-related protein 1 [Source:MGI Symbol;Acc:MGI:98881]	abnormal iris pigmentation		Tyrp1
ENSMUSG00000005994	tyrosinase-related protein 1 [Source:MGI Symbol;Acc:MGI:98881]	abnormal ear morphology		Tyrp1
ENSMUSG00000005994	tyrosinase-related protein 1 [Source:MGI Symbol;Acc:MGI:98881]	abnormal endocochlear potential		Tyrp1
ENSMUSG00000005994	tyrosinase-related protein 1 [Source:MGI Symbol;Acc:MGI:98881]	abnormal inner ear morphology		Tyrp1
ENSMUSG00000005994	tyrosinase-related protein 1 [Source:MGI Symbol;Acc:MGI:98881]	abnormal hearing physiology		Tyrp1
ENSMUSG00000005994	tyrosinase-related protein 1 [Source:MGI Symbol;Acc:MGI:98881]	decreased endocochlear potential		Tyrp1
ENSMUSG00000005994	tyrosinase-related protein 1 [Source:MGI Symbol;Acc:MGI:98881]	abnormal strial intermediate cell morphology		Tyrp1
ENSMUSG00000005994	tyrosinase-related protein 1 [Source:MGI Symbol;Acc:MGI:98881]	abnormal iris stroma morphology		Tyrp1
ENSMUSG00000005994	tyrosinase-related protein 1 [Source:MGI Symbol;Acc:MGI:98881]	abnormal iris morphology		Tyrp1
ENSMUSG00000005994	tyrosinase-related protein 1 [Source:MGI Symbol;Acc:MGI:98881]	iris atrophy		Tyrp1
ENSMUSG00000005994	tyrosinase-related protein 1 [Source:MGI Symbol;Acc:MGI:98881]	reduced female fertility		Tyrp1
ENSMUSG00000005994	tyrosinase-related protein 1 [Source:MGI Symbol;Acc:MGI:98881]	male infertility		Tyrp1
ENSMUSG00000005994	tyrosinase-related protein 1 [Source:MGI Symbol;Acc:MGI:98881]	abnormal behavior		Tyrp1
ENSMUSG00000005994	tyrosinase-related protein 1 [Source:MGI Symbol;Acc:MGI:98881]	decreased body size		Tyrp1
ENSMUSG00000005994	tyrosinase-related protein 1 [Source:MGI Symbol;Acc:MGI:98881]	acetoacetic acid metabolic process		Tyrp1
ENSMUSG00000005994	tyrosinase-related protein 1 [Source:MGI Symbol;Acc:MGI:98881]	melanin metabolic process		Tyrp1
ENSMUSG00000005994	tyrosinase-related protein 1 [Source:MGI Symbol;Acc:MGI:98881]	melanocyte differentiation		Tyrp1
ENSMUSG00000005994	tyrosinase-related protein 1 [Source:MGI Symbol;Acc:MGI:98881]	melanosome organization		Tyrp1
ENSMUSG00000005994	tyrosinase-related protein 1 [Source:MGI Symbol;Acc:MGI:98881]	increased ear pigmentation		Tyrp1
ENSMUSG00000082637	predicted gene 11248 [Source:MGI Symbol;Acc:MGI:3651451]			Gm11248
ENSMUSG00000083245	predicted gene 11185 [Source:MGI Symbol;Acc:MGI:3650877]			Gm11185
ENSMUSG00000038172	tetratricopeptide repeat domain 39B [Source:MGI Symbol;Acc:MGI:1917113]	decreased circulating triglyceride level	C57BL/6	Ttc39b
ENSMUSG00000038172	tetratricopeptide repeat domain 39B [Source:MGI Symbol;Acc:MGI:1917113]	decreased circulating creatinine level	C57BL/6	Ttc39b
ENSMUSG00000038172	tetratricopeptide repeat domain 39B [Source:MGI Symbol;Acc:MGI:1917113]	decreased circulating creatinine level	C57BL/6	Ttc39b
ENSMUSG00000038172	tetratricopeptide repeat domain 39B [Source:MGI Symbol;Acc:MGI:1917113]	thrombocytosis	C57BL/6	Ttc39b
ENSMUSG00000048706	leucine rich adaptor protein 1-like [Source:MGI Symbol;Acc:MGI:106510]			Lurap1l
ENSMUSG00000086321	predicted gene 11413 [Source:MGI Symbol;Acc:MGI:3650701]			Gm11413
ENSMUSG00000087592	predicted gene 11184 [Source:MGI Symbol;Acc:MGI:3651087]			Gm11184
ENSMUSG00000028484	PC4 and SFRS1 interacting protein 1 [Source:MGI Symbol;Acc:MGI:2142116]	blepharitis		Psip1
ENSMUSG00000028484	PC4 and SFRS1 interacting protein 1 [Source:MGI Symbol;Acc:MGI:2142116]	small testis		Psip1
ENSMUSG00000028484	PC4 and SFRS1 interacting protein 1 [Source:MGI Symbol;Acc:MGI:2142116]	decreased total body fat amount		Psip1
ENSMUSG00000028484	PC4 and SFRS1 interacting protein 1 [Source:MGI Symbol;Acc:MGI:2142116]	reduced male fertility		Psip1
ENSMUSG00000028484	PC4 and SFRS1 interacting protein 1 [Source:MGI Symbol;Acc:MGI:2142116]	domed cranium		Psip1
ENSMUSG00000028484	PC4 and SFRS1 interacting protein 1 [Source:MGI Symbol;Acc:MGI:2142116]	cervical vertebral transformation		Psip1
ENSMUSG00000028484	PC4 and SFRS1 interacting protein 1 [Source:MGI Symbol;Acc:MGI:2142116]	decreased vertical activity		Psip1
ENSMUSG00000028484	PC4 and SFRS1 interacting protein 1 [Source:MGI Symbol;Acc:MGI:2142116]	absent gastric milk in neonates		Psip1
ENSMUSG00000028484	PC4 and SFRS1 interacting protein 1 [Source:MGI Symbol;Acc:MGI:2142116]	perinatal lethality incomplete penetrance		Psip1
ENSMUSG00000028484	PC4 and SFRS1 interacting protein 1 [Source:MGI Symbol;Acc:MGI:2142116]	abnormal spine curvature		Psip1
ENSMUSG00000028484	PC4 and SFRS1 interacting protein 1 [Source:MGI Symbol;Acc:MGI:2142116]	no abnormal phenotype detected		Psip1
ENSMUSG00000028484	PC4 and SFRS1 interacting protein 1 [Source:MGI Symbol;Acc:MGI:2142116]	thoracic vertebral transformation		Psip1
ENSMUSG00000028484	PC4 and SFRS1 interacting protein 1 [Source:MGI Symbol;Acc:MGI:2142116]	abnormal cervical vertebrae morphology		Psip1
ENSMUSG00000028484	PC4 and SFRS1 interacting protein 1 [Source:MGI Symbol;Acc:MGI:2142116]	abnormal rib development		Psip1
ENSMUSG00000028484	PC4 and SFRS1 interacting protein 1 [Source:MGI Symbol;Acc:MGI:2142116]	abnormal axial skeleton morphology		Psip1
ENSMUSG00000028484	PC4 and SFRS1 interacting protein 1 [Source:MGI Symbol;Acc:MGI:2142116]	lumbar vertebral transformation		Psip1
ENSMUSG00000028484	PC4 and SFRS1 interacting protein 1 [Source:MGI Symbol;Acc:MGI:2142116]	short nasal bone		Psip1
ENSMUSG00000028484	PC4 and SFRS1 interacting protein 1 [Source:MGI Symbol;Acc:MGI:2142116]	abnormal vertebrae morphology		Psip1
ENSMUSG00000028484	PC4 and SFRS1 interacting protein 1 [Source:MGI Symbol;Acc:MGI:2142116]	abnormal rib morphology		Psip1
ENSMUSG00000028484	PC4 and SFRS1 interacting protein 1 [Source:MGI Symbol;Acc:MGI:2142116]	asymmetric rib attachment		Psip1
ENSMUSG00000028484	PC4 and SFRS1 interacting protein 1 [Source:MGI Symbol;Acc:MGI:2142116]	short sternum		Psip1
ENSMUSG00000028484	PC4 and SFRS1 interacting protein 1 [Source:MGI Symbol;Acc:MGI:2142116]	decreased grip strength		Psip1
ENSMUSG00000028484	PC4 and SFRS1 interacting protein 1 [Source:MGI Symbol;Acc:MGI:2142116]	abnormal occipital bone morphology		Psip1
ENSMUSG00000028484	PC4 and SFRS1 interacting protein 1 [Source:MGI Symbol;Acc:MGI:2142116]	small interparietal bone		Psip1
ENSMUSG00000028484	PC4 and SFRS1 interacting protein 1 [Source:MGI Symbol;Acc:MGI:2142116]	broad nasal bone		Psip1
ENSMUSG00000028484	PC4 and SFRS1 interacting protein 1 [Source:MGI Symbol;Acc:MGI:2142116]	shortened head		Psip1
ENSMUSG00000028484	PC4 and SFRS1 interacting protein 1 [Source:MGI Symbol;Acc:MGI:2142116]	hypoactivity		Psip1
ENSMUSG00000028484	PC4 and SFRS1 interacting protein 1 [Source:MGI Symbol;Acc:MGI:2142116]	absent epididymal fat pad		Psip1
ENSMUSG00000028484	PC4 and SFRS1 interacting protein 1 [Source:MGI Symbol;Acc:MGI:2142116]	spleen atrophy		Psip1
ENSMUSG00000028484	PC4 and SFRS1 interacting protein 1 [Source:MGI Symbol;Acc:MGI:2142116]	vertebral transformation		Psip1
ENSMUSG00000028484	PC4 and SFRS1 interacting protein 1 [Source:MGI Symbol;Acc:MGI:2142116]	decreased lumbar vertebrae number		Psip1
ENSMUSG00000028484	PC4 and SFRS1 interacting protein 1 [Source:MGI Symbol;Acc:MGI:2142116]	decreased rib number		Psip1
ENSMUSG00000028484	PC4 and SFRS1 interacting protein 1 [Source:MGI Symbol;Acc:MGI:2142116]	hunched posture		Psip1
ENSMUSG00000028484	PC4 and SFRS1 interacting protein 1 [Source:MGI Symbol;Acc:MGI:2142116]	broad head		Psip1
ENSMUSG00000028484	PC4 and SFRS1 interacting protein 1 [Source:MGI Symbol;Acc:MGI:2142116]	abnormal neurocranium morphology		Psip1
ENSMUSG00000028484	PC4 and SFRS1 interacting protein 1 [Source:MGI Symbol;Acc:MGI:2142116]	abnormal cervical atlas morphology		Psip1
ENSMUSG00000028484	PC4 and SFRS1 interacting protein 1 [Source:MGI Symbol;Acc:MGI:2142116]	abnormal abdominal fat pad morphology		Psip1
ENSMUSG00000028484	PC4 and SFRS1 interacting protein 1 [Source:MGI Symbol;Acc:MGI:2142116]	small supraoccipital bone		Psip1
ENSMUSG00000028484	PC4 and SFRS1 interacting protein 1 [Source:MGI Symbol;Acc:MGI:2142116]	abnormal cranium morphology		Psip1
ENSMUSG00000028484	PC4 and SFRS1 interacting protein 1 [Source:MGI Symbol;Acc:MGI:2142116]	abnormal cervical axis morphology		Psip1
ENSMUSG00000028484	PC4 and SFRS1 interacting protein 1 [Source:MGI Symbol;Acc:MGI:2142116]	small exoccipital bone		Psip1
ENSMUSG00000028484	PC4 and SFRS1 interacting protein 1 [Source:MGI Symbol;Acc:MGI:2142116]	abnormal nasal bone morphology		Psip1
ENSMUSG00000028484	PC4 and SFRS1 interacting protein 1 [Source:MGI Symbol;Acc:MGI:2142116]	limb grasping		Psip1
ENSMUSG00000028483	small nuclear RNA activating complex, polypeptide 3 [Source:MGI Symbol;Acc:MGI:1916338]			Snapc3
ENSMUSG00000082416	predicted gene 11414 [Source:MGI Symbol;Acc:MGI:3650503]			Gm11414
ENSMUSG00000066116	predicted gene 10154 [Source:MGI Symbol;Acc:MGI:3642271]			Gm10154
ENSMUSG00000098217	predicted gene, 27046 [Source:MGI Symbol;Acc:MGI:5504161]			Gm27046
ENSMUSG00000052407	coiled-coil domain containing 171 [Source:MGI Symbol;Acc:MGI:1922152]	increased IgM level		Ccdc171
ENSMUSG00000052407	coiled-coil domain containing 171 [Source:MGI Symbol;Acc:MGI:1922152]	decreased IgD level		Ccdc171
ENSMUSG00000052407	coiled-coil domain containing 171 [Source:MGI Symbol;Acc:MGI:1922152]	decreased mature B cell number		Ccdc171
ENSMUSG00000097942	predicted gene, 26968 [Source:MGI Symbol;Acc:MGI:5504083]			Gm26968
ENSMUSG00000080793	chromobox 3, pseudogene 3 [Source:MGI Symbol;Acc:MGI:1890540]			Cbx3-ps3
ENSMUSG00000085378	predicted gene 11415 [Source:MGI Symbol;Acc:MGI:3650502]			Gm11415
ENSMUSG00000085217	RIKEN cDNA 6030471H07 gene [Source:MGI Symbol;Acc:MGI:1925488]			6030471H07Rik
ENSMUSG00000083044	predicted gene 12416 [Source:MGI Symbol;Acc:MGI:3650588]			Gm12416
ENSMUSG00000087378	predicted gene 12414 [Source:MGI Symbol;Acc:MGI:3650374]			Gm12414
ENSMUSG00000028487	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	abnormal pterygoid process morphology		Bnc2
ENSMUSG00000028487	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	meteorism		Bnc2
ENSMUSG00000028487	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	parietal bone hypoplasia		Bnc2
ENSMUSG00000028487	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	small alisphenoid bone		Bnc2
ENSMUSG00000028487	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	abnormal fontanelle morphology		Bnc2
ENSMUSG00000028487	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	palatal shelves fail to meet at midline		Bnc2
ENSMUSG00000028487	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	abnormal palate development		Bnc2
ENSMUSG00000028487	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	decreased birth body size		Bnc2
ENSMUSG00000028487	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	neonatal lethality complete penetrance		Bnc2
ENSMUSG00000028487	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	frontal bone hypoplasia		Bnc2
ENSMUSG00000028487	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	cleft secondary palate		Bnc2
ENSMUSG00000028487	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	abnormal maxillary shelf morphology		Bnc2
ENSMUSG00000028487	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	microcephaly		Bnc2
ENSMUSG00000028487	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	decreased tongue size		Bnc2
ENSMUSG00000028487	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	endochondral bone growth		Bnc2
ENSMUSG00000028487	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	abnormal lung-associated mesenchyme development		Bnc2
ENSMUSG00000028487	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	abnormal secondary palate development		Bnc2
ENSMUSG00000028487	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	tongue development		Bnc2
ENSMUSG00000083743	predicted gene 12421 [Source:MGI Symbol;Acc:MGI:3650591]			Gm12421
ENSMUSG00000081775	predicted gene 12420 [Source:MGI Symbol;Acc:MGI:3652148]			Gm12420
ENSMUSG00000086413	predicted gene 12415 [Source:MGI Symbol;Acc:MGI:3650585]			Gm12415
ENSMUSG00000080303	predicted gene 12419 [Source:MGI Symbol;Acc:MGI:3650581]			Gm12419
ENSMUSG00000083139	predicted gene 12418 [Source:MGI Symbol;Acc:MGI:3650582]			Gm12418
ENSMUSG00000038070	centlein, centrosomal protein [Source:MGI Symbol;Acc:MGI:2443104]			Cntln
ENSMUSG00000084267	predicted gene 12417 [Source:MGI Symbol;Acc:MGI:3650587]			Gm12417
ENSMUSG00000087349	predicted gene 12680 [Source:MGI Symbol;Acc:MGI:3650846]			Gm12680
ENSMUSG00000081862	predicted gene 12413 [Source:MGI Symbol;Acc:MGI:3650373]			Gm12413
ENSMUSG00000028488	SH3-domain GRB2-like 2 [Source:MGI Symbol;Acc:MGI:700009]	decreased bone mineral density	C57BL/6NCrl	Sh3gl2
ENSMUSG00000028488	SH3-domain GRB2-like 2 [Source:MGI Symbol;Acc:MGI:700009]	decreased bone mineral density	C57BL/6NCrl	Sh3gl2
ENSMUSG00000028488	SH3-domain GRB2-like 2 [Source:MGI Symbol;Acc:MGI:700009]	hypoactivity	C57BL/6NCrl	Sh3gl2
ENSMUSG00000028488	SH3-domain GRB2-like 2 [Source:MGI Symbol;Acc:MGI:700009]	hypoactivity	C57BL/6NCrl	Sh3gl2
ENSMUSG00000028488	SH3-domain GRB2-like 2 [Source:MGI Symbol;Acc:MGI:700009]	decreased vertical activity	C57BL/6NCrl	Sh3gl2
